0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.204044073820114136e-02,-1.531886300654150546e-05,9.999693632125854492e-01,9.999693632125854492e-01,6.713867187500000000e-04,1.766314953565597534e-01,1.071082949638366699e+00,3.537259995937347412e-02,3.119868598878383636e-02,9.924812316894531250e-01,8.008987500000000000e+04,2.768562316894531250e+02,1.358490553684532642e-03
6.816789507865905762e-01,3.980237245559692383e-01,9.991421699523925781e-01,9.991863965988159180e-01,1.424662303179502487e-02,7.324091792106628418e-01,4.468863010406494141e+00,2.503354549407958984e-01,5.364232063293457031e-01,9.996430873870849609e-01,5.165019531250000000e+03,6.611285400390625000e+01,2.022565126419067383e+00
1.471415400505065918e+00,2.923968434333801270e-01,9.960939288139343262e-01,9.962295293807983398e-01,4.445902630686759949e-02,1.008696317672729492e+00,6.022189617156982422e+00,5.089480280876159668e-01,1.017468214035034180e+00,9.998856186866760254e-01,7.523864135742187500e+02,2.592757797241210938e+01,9.192125320434570312e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154105365276336670e-01,5.259530544281005859e-01,9.997242689132690430e-01,9.997627735137939453e-01,4.470825195312500000e-03,3.417992591857910156e-01,3.578760385513305664e+00,1.431522071361541748e-01,1.168267354369163513e-01,9.988636374473571777e-01,7.563765136718750000e+03,8.414352416992187500e+01,3.901917114853858948e-02
8.040134906768798828e-01,2.750752568244934082e-01,9.981924295425415039e-01,9.982436895370483398e-01,2.183532714843750000e-02,7.289013266563415527e-01,5.245067596435546875e+00,3.430909216403961182e-01,5.312970876693725586e-01,9.997671246528625488e-01,1.520442382812500000e+03,3.740281677246093750e+01,1.384836912155151367e+00
2.779105305671691895e-01,2.499866187572479248e-01,9.988971352577209473e-01,9.989934563636779785e-01,1.021321583539247513e-02,4.267387688159942627e-01,4.764502048492431641e+00,2.862688899040222168e-01,1.821059733629226685e-01,9.995022416114807129e-01,2.132766113281250000e+03,4.487679290771484375e+01,4.980043321847915649e-02
2.971813641488552094e-02,-3.057502181036397815e-05,9.999387264251708984e-01,9.999388456344604492e-01,6.306965951807796955e-04,1.169685870409011841e-01,1.766367912292480469e+00,6.758301705121994019e-02,1.368165016174316406e-02,9.919999837875366211e-01,3.858454296875000000e+04,1.932100677490234375e+02,3.007927676662802696e-03
6.962592124938964844e+00,8.148121833801269531e-01,9.818803071975708008e-01,9.879429936408996582e-01,5.089619755744934082e-01,4.194896697998046875e+00,7.983188629150390625e+00,1.360990405082702637e+00,1.759715843200683594e+01,9.999899864196777344e-01,7.427648925781250000e+01,8.546068191528320312e+00,4.065155639648437500e+02
4.113664329051971436e-01,1.465570777654647827e-01,9.992493987083435059e-01,9.993042945861816406e-01,9.078979492187500000e-03,4.745024442672729492e-01,4.330308914184570312e+00,2.281620055437088013e-01,2.251525521278381348e-01,9.994400739669799805e-01,3.514041015625000000e+03,5.724333572387695312e+01,2.813958190381526947e-02
3.168535470962524414e+00,5.081498026847839355e-01,9.950675964355468750e-01,9.956308007240295410e-01,9.113057702779769897e-02,1.759909391403198242e+00,6.396131515502929688e+00,6.313117146492004395e-01,3.097280979156494141e+00,9.999442100524902344e-01,9.748842163085937500e+02,2.646788787841796875e+01,3.748400573730468750e+02
2.189981698989868164e+00,2.365379929542541504e-01,9.954811930656433105e-01,9.956195354461669922e-01,5.439758300781250000e-02,1.179414153099060059e+00,6.128066062927246094e+00,5.538386702537536621e-01,1.391017794609069824e+00,9.999064803123474121e-01,7.273963623046875000e+02,2.536144256591796875e+01,3.653891801834106445e+00
5.494577407836914062e+00,3.592075705528259277e-01,9.929385185241699219e-01,9.938644766807556152e-01,1.130625382065773010e-01,2.011970043182373047e+00,6.605939865112304688e+00,7.077502608299255371e-01,4.048023223876953125e+00,9.999549984931945801e-01,6.661546630859375000e+02,2.365745735168457031e+01,1.723825073242187500e+01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.376225471496582031e-01,6.139551997184753418e-01,9.975644350051879883e-01,9.979344606399536133e-01,4.393005371093750000e-02,1.085739731788635254e+00,5.806229591369628906e+00,4.489922523498535156e-01,1.178830862045288086e+00,9.998842477798461914e-01,7.212077026367187500e+02,2.621967315673828125e+01,1.053865432739257812e+00
1.588694810867309570e+00,6.730082631111145020e-01,9.957415461540222168e-01,9.969548583030700684e-01,8.336893469095230103e-02,1.525436878204345703e+00,6.411740303039550781e+00,6.021245121955871582e-01,2.326957702636718750e+00,9.999389648437500000e-01,4.047534790039062500e+02,1.958020210266113281e+01,4.854906558990478516e+00
2.735569953918457031e+00,6.582862734794616699e-01,9.954351782798767090e-01,9.963815808296203613e-01,1.103413924574851990e-01,1.943086504936218262e+00,6.485767364501953125e+00,6.475112438201904297e-01,3.775585174560546875e+00,9.999539256095886230e-01,3.686202087402343750e+02,1.873696327209472656e+01,3.241425704956054688e+01
2.141421556472778320e+00,5.709160566329956055e-01,9.965839982032775879e-01,9.969635605812072754e-01,7.243347167968750000e-02,1.539131045341491699e+00,6.122665405273437500e+00,5.270832777023315430e-01,2.368924379348754883e+00,9.999297857284545898e-01,5.623051147460937500e+02,2.300695610046386719e+01,2.490495300292968750e+01
4.725183844566345215e-01,9.043235331773757935e-02,9.990043044090270996e-01,9.990229606628417969e-01,1.038614939898252487e-02,5.048329830169677734e-01,4.532408237457275391e+00,2.743659913539886475e-01,2.548563182353973389e-01,9.995105266571044922e-01,5.249774902343750000e+03,6.304974365234375000e+01,4.948068857192993164e-01
3.042585849761962891e-01,5.086797475814819336e-01,9.984222650527954102e-01,9.987328648567199707e-01,1.701354980468750000e-02,5.501210093498229980e-01,5.279338836669921875e+00,3.691285550594329834e-01,3.026331067085266113e-01,9.997011423110961914e-01,1.279305297851562500e+03,3.477326202392578125e+01,3.000610589981079102e+00
1.930147111415863037e-01,2.163643091917037964e-01,9.994179010391235352e-01,9.994899034500122070e-01,6.011962890625000000e-03,3.461305797100067139e-01,4.139315605163574219e+00,2.135972380638122559e-01,1.198063865303993225e-01,9.991546869277954102e-01,4.896896484375000000e+03,6.529309082031250000e+01,5.124811083078384399e-02
3.890992641448974609e+00,7.796433568000793457e-01,9.915904998779296875e-01,9.941875934600830078e-01,2.333374023437500000e-01,2.897850751876831055e+00,7.176421642303466797e+00,8.780638575553894043e-01,8.397539138793945312e+00,9.999781847000122070e-01,1.781704406738281250e+02,1.309048557281494141e+01,1.289167327880859375e+02
1.283394545316696167e-01,5.962644517421722412e-02,9.998008608818054199e-01,9.998019337654113770e-01,2.339680911973118782e-03,2.617180049419403076e-01,2.901186466217041016e+00,1.175342127680778503e-01,6.849631667137145996e-02,9.978308081626892090e-01,2.586124414062500000e+04,1.460054321289062500e+02,8.242427557706832886e-02
8.556985110044479370e-02,4.804691374301910400e-01,9.996936321258544922e-01,9.997014403343200684e-01,3.677368164062500000e-03,2.836122214794158936e-01,3.568921804428100586e+00,1.478366404771804810e-01,8.043590188026428223e-02,9.986187815666198730e-01,8.117117187500000000e+03,8.639250183105468750e+01,2.209022641181945801e-02
